nohup: ignoring input
INFO:src.data_loader:Loaded TRAIN set: 41592 images
INFO:src.data_loader:Loaded VAL set: 5199 images
INFO:src.model:UNetReconstruction initialized (attention=True)
INFO:src.model:  Parameters: 31.91M
INFO:src.losses:LPIPS Loss initialized (alex)
INFO:src.losses:FaceNet Identity Loss initialized
INFO:src.losses:Loss Config: {'pixel': 1.0, 'perceptual': 0.8, 'identity': 0.1}, hole_weight=6.0
/home/teaching/G14/forensic_reconstruction/src/train.py:97: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  self.scaler = GradScaler() # Mixed Precision
INFO:__main__:Ready to train on cuda
Setting up [LPIPS] perceptual loss: trunk [alex], v[0.1], spatial [off]
Loading model from: /home/teaching/G14/forensic_reconstruction/venv/lib/python3.10/site-packages/lpips/weights/v0.1/alex.pth
/home/teaching/G14/forensic_reconstruction/src/train.py:133: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with autocast():
INFO:__main__:Epoch 1 [0/5199] Loss: 1.6766 (Pix:0.894 Per:0.856)
INFO:__main__:Epoch 1 [100/5199] Loss: 0.2288 (Pix:0.134 Per:0.089)
INFO:__main__:Epoch 1 [200/5199] Loss: 0.2026 (Pix:0.127 Per:0.062)
INFO:__main__:Epoch 1 [300/5199] Loss: 0.1455 (Pix:0.082 Per:0.048)
INFO:__main__:Epoch 1 [400/5199] Loss: 0.1324 (Pix:0.079 Per:0.045)
INFO:__main__:Epoch 1 [500/5199] Loss: 0.1304 (Pix:0.073 Per:0.041)
INFO:__main__:Epoch 1 [600/5199] Loss: 0.1002 (Pix:0.056 Per:0.039)
INFO:__main__:Epoch 1 [700/5199] Loss: 0.1486 (Pix:0.096 Per:0.045)
INFO:__main__:Epoch 1 [800/5199] Loss: 0.1124 (Pix:0.067 Per:0.037)
INFO:__main__:Epoch 1 [900/5199] Loss: 0.0734 (Pix:0.033 Per:0.030)
INFO:__main__:Epoch 1 [1000/5199] Loss: 0.0929 (Pix:0.046 Per:0.034)
INFO:__main__:Epoch 1 [1100/5199] Loss: 0.0868 (Pix:0.043 Per:0.034)
INFO:__main__:Epoch 1 [1200/5199] Loss: 0.0802 (Pix:0.042 Per:0.033)
INFO:__main__:Epoch 1 [1300/5199] Loss: 0.1034 (Pix:0.064 Per:0.034)
INFO:__main__:Epoch 1 [1400/5199] Loss: 0.0719 (Pix:0.033 Per:0.031)
INFO:__main__:Epoch 1 [1500/5199] Loss: 0.0982 (Pix:0.050 Per:0.036)
INFO:__main__:Epoch 1 [1600/5199] Loss: 0.0834 (Pix:0.045 Per:0.033)
INFO:__main__:Epoch 1 [1700/5199] Loss: 0.0743 (Pix:0.040 Per:0.029)
INFO:__main__:Epoch 1 [1800/5199] Loss: 0.0783 (Pix:0.042 Per:0.031)
INFO:__main__:Epoch 1 [1900/5199] Loss: 0.0716 (Pix:0.038 Per:0.029)
INFO:__main__:Epoch 1 [2000/5199] Loss: 0.0796 (Pix:0.046 Per:0.028)
INFO:__main__:Epoch 1 [2100/5199] Loss: 0.0774 (Pix:0.040 Per:0.029)
INFO:__main__:Epoch 1 [2200/5199] Loss: 0.0774 (Pix:0.047 Per:0.026)
INFO:__main__:Epoch 1 [2300/5199] Loss: 0.0713 (Pix:0.035 Per:0.029)
INFO:__main__:Epoch 1 [2400/5199] Loss: 0.0559 (Pix:0.026 Per:0.024)
INFO:__main__:Epoch 1 [2500/5199] Loss: 0.0688 (Pix:0.034 Per:0.027)
INFO:__main__:Epoch 1 [2600/5199] Loss: 0.0629 (Pix:0.031 Per:0.024)
INFO:__main__:Epoch 1 [2700/5199] Loss: 0.0729 (Pix:0.042 Per:0.025)
INFO:__main__:Epoch 1 [2800/5199] Loss: 0.0960 (Pix:0.057 Per:0.030)
INFO:__main__:Epoch 1 [2900/5199] Loss: 0.0761 (Pix:0.039 Per:0.030)
INFO:__main__:Epoch 1 [3000/5199] Loss: 0.0529 (Pix:0.027 Per:0.022)
INFO:__main__:Epoch 1 [3100/5199] Loss: 0.0715 (Pix:0.040 Per:0.026)
